Date,Day,Temperature
27/07/2007,938,8.754281091
28/07/2007,939,11.44637654
29/07/2007,940,6.724255554
30/07/2007,941,7.491418947
31/07/2007,942,9.046110472
01/08/2007,943,12.58524075
02/08/2007,944,11.48916508
03/08/2007,945,9.437450374
04/08/2007,946,16.31178018
05/08/2007,947,13.06439128
06/08/2007,948,11.99837026
07/08/2007,949,8.795898047
08/08/2007,950,5.088451383
09/08/2007,951,4.433252773
10/08/2007,952,10.79550285
11/08/2007,953,11.62624545
12/08/2007,954,10.91442185
13/08/2007,955,10.51785244
14/08/2007,956,8.965090998
15/08/2007,957,8.952504926
16/08/2007,958,8.757417365
17/08/2007,959,9.402040236
18/08/2007,960,13.09472358
19/08/2007,961,10.65161499
20/08/2007,962,2.491838104
21/08/2007,963,7.508466813
22/08/2007,964,10.01255697
23/08/2007,965,8.561352562
24/08/2007,966,12.55305563
25/08/2007,967,14.5477128
26/08/2007,968,10.45245689
27/08/2007,969,7.443198437
28/08/2007,970,7.65834539
29/08/2007,971,5.677907811
30/08/2007,972,12.90578349
31/08/2007,973,12.59631351
01/09/2007,974,9.293544823
02/09/2007,975,10.19997761
03/09/2007,976,5.061903131
04/09/2007,977,6.444772546
05/09/2007,978,14.85116864
06/09/2007,979,14.42718331
07/09/2007,980,13.76413953
08/09/2007,981,11.78653262
09/09/2007,982,13.13395611
10/09/2007,983,11.3872734
11/09/2007,984,9.087568815
12/09/2007,985,14.2269881
13/09/2007,986,11.86468581
14/09/2007,987,10.31583159
15/09/2007,988,0.395190547
16/09/2007,989,13.05362386
17/09/2007,990,9.477472658
18/09/2007,991,2.156644926
19/09/2007,992,10.75024731
20/09/2007,993,10.3595963
21/09/2007,994,8.818361952
22/09/2007,995,10.31973775
23/09/2007,996,12.6269067
24/09/2007,997,10.73439362
25/09/2007,998,8.285538373
26/09/2007,999,6.493912297
27/09/2007,1000,4.980699496
28/09/2007,1001,4.376639191
29/09/2007,1002,8.960986855
30/09/2007,1003,7.722947307
01/10/2007,1004,5.831984352
02/10/2007,1005,5.588538218
03/10/2007,1006,12.46673412
04/10/2007,1007,10.23046517
05/10/2007,1008,4.934791316
06/10/2007,1009,6.31677976
07/10/2007,1010,4.945600663
08/10/2007,1011,6.628041012
09/10/2007,1012,12.20321457
10/10/2007,1013,11.45630585
11/10/2007,1014,13.11331649
12/10/2007,1015,13.23634175
13/10/2007,1016,11.7871437
14/10/2007,1017,7.997009971
15/10/2007,1018,10.92674142
16/10/2007,1019,8.859194683
17/10/2007,1020,7.778625355
18/10/2007,1021,3.54367446
19/10/2007,1022,8.44964911
20/10/2007,1023,7.547333513
21/10/2007,1024,9.329985351
22/10/2007,1025,10.77885267
23/10/2007,1026,4.852026441
24/10/2007,1027,-0.094761957
25/10/2007,1028,-0.840600528
26/10/2007,1029,8.182049318
27/10/2007,1030,5.481266494
28/10/2007,1031,8.871102387
29/10/2007,1032,6.115185459
30/10/2007,1033,4.201032046
31/10/2007,1034,11.6105752
01/11/2007,1035,13.78226793
02/11/2007,1036,15.66695386
03/11/2007,1037,10.13766571
04/11/2007,1038,5.140497818
05/11/2007,1039,10.25207445
06/11/2007,1040,5.868720133
07/11/2007,1041,12.27942198
08/11/2007,1042,10.34435669
09/11/2007,1043,5.060396125
10/11/2007,1044,7.827330678
11/11/2007,1045,3.129948909
12/11/2007,1046,-4.364563905
13/11/2007,1047,2.612155559
14/11/2007,1048,3.664546084
15/11/2007,1049,-0.243665109
16/11/2007,1050,3.719368969
17/11/2007,1051,9.612391824
18/11/2007,1052,6.254913064
19/11/2007,1053,3.845186659
20/11/2007,1054,3.931883108
21/11/2007,1055,5.528116819
22/11/2007,1056,7.300424193
23/11/2007,1057,-0.561724808
24/11/2007,1058,0.465518047
25/11/2007,1059,7.871376626
26/11/2007,1060,6.244477084
27/11/2007,1061,8.138559734
28/11/2007,1062,9.021977029
29/11/2007,1063,3.444580413
30/11/2007,1064,3.299886932
01/12/2007,1065,4.115070359
02/12/2007,1066,3.578360396
03/12/2007,1067,4.133836276
04/12/2007,1068,2.498664329
05/12/2007,1069,11.0173676
06/12/2007,1070,8.713666845
07/12/2007,1071,6.255074537
08/12/2007,1072,2.242806198
09/12/2007,1073,3.839272836
10/12/2007,1074,2.987713712
11/12/2007,1075,2.242880367
12/12/2007,1076,4.59255395
13/12/2007,1077,7.403442018
14/12/2007,1078,7.231307179
15/12/2007,1079,4.689920237
16/12/2007,1080,-1.746902788
17/12/2007,1081,-7.024791464
18/12/2007,1082,-5.043346136
19/12/2007,1083,-4.738565224
20/12/2007,1084,-5.469369419
21/12/2007,1085,-0.837831529
22/12/2007,1086,-1.340993535
23/12/2007,1087,2.041996859
24/12/2007,1088,6.531629732
25/12/2007,1089,-2.026540346
26/12/2007,1090,3.462583426
27/12/2007,1091,7.071136249
28/12/2007,1092,5.549333487
29/12/2007,1093,2.666151489
30/12/2007,1094,-0.788087544
31/12/2007,1095,2.002520785
